filename,cost,time
t1s_0001.txt,784.0,2.4323232173919678
t1s_0002.txt,783.0,2.2643935680389404
t1s_0003.txt,791.0,2.5342915058135986
t1s_0004.txt,828.0,2.541813611984253
t1s_0005.txt,843.0,2.219372510910034
t1s_0006.txt,735.0,2.318856716156006
t1s_0007.txt,787.0,2.2724220752716064
t1s_0008.txt,753.0,2.3184592723846436
t1s_0009.txt,934.0,2.1977651119232178
t1s_0010.txt,885.0,2.4701876640319824
t1s_0011.txt,1064.0,2.3667118549346924
t1s_0012.txt,961.0,2.2777578830718994
t1s_0013.txt,1035.0,2.252645969390869
t1s_0014.txt,904.0,2.275233030319214
t1s_0015.txt,1010.0,2.226511240005493
t1s_0016.txt,841.0,2.444392681121826
t1s_0017.txt,740.0,2.42134690284729
t1s_0018.txt,793.0,2.234588146209717
t1s_0019.txt,1412.0,2.5225536823272705
t1s_0020.txt,1153.0,2.3089141845703125
t1s_0021.txt,886.0,2.429960250854492
t1s_0022.txt,871.0,2.2575881481170654
t1s_0023.txt,680.0,2.569991111755371
t1s_0024.txt,1035.0,2.2410333156585693
t1s_0025.txt,758.0,2.3391871452331543
t1s_0026.txt,890.0,2.436427354812622
t1s_0027.txt,889.0,2.4355294704437256
t1s_0028.txt,1027.0,2.323324203491211
t1s_0029.txt,655.0,2.245529890060425
t1s_0030.txt,815.0,2.287783622741699
t1s_0031.txt,1431.0,2.873631000518799
t1s_0032.txt,1478.0,3.1769771575927734
t1s_0033.txt,1615.0,3.0655996799468994
t1s_0034.txt,1445.0,3.162724733352661
t1s_0035.txt,1719.0,2.9277184009552
t1s_0036.txt,1523.0,2.9528207778930664
t1s_0037.txt,1467.0,2.944789171218872
t1s_0038.txt,1722.0,3.002103805541992
t1s_0039.txt,1611.0,2.9360191822052
t1s_0040.txt,1984.0,2.8997321128845215
t1s_0041.txt,1599.0,3.2874553203582764
t1s_0042.txt,1594.0,2.915144681930542
t1s_0043.txt,1106.0,2.991318702697754
t1s_0044.txt,1697.0,2.892064094543457
t1s_0045.txt,1659.0,2.9419007301330566
t1s_0046.txt,1350.0,2.900506019592285
t1s_0047.txt,1868.0,2.9645836353302
t1s_0048.txt,1402.0,2.845089912414551
t1s_0049.txt,1469.0,3.0119271278381348
t1s_0050.txt,1532.0,3.0899057388305664
t1s_0051.txt,1659.0,2.9202396869659424
t1s_0052.txt,1764.0,3.067337989807129
t1s_0053.txt,1403.0,3.125157356262207
t1s_0054.txt,1350.0,3.163191080093384
t1s_0055.txt,1156.0,3.0596048831939697
t1s_0056.txt,1524.0,2.8411121368408203
t1s_0057.txt,1777.0,3.063229560852051
t1s_0058.txt,1867.0,3.086754560470581
t1s_0059.txt,1788.0,2.934866428375244
t1s_0060.txt,1662.0,2.8121602535247803
t1s_0061.txt,2562.0,4.1979498863220215
t1s_0062.txt,2423.0,4.036922216415405
t1s_0063.txt,2309.0,3.926419973373413
t1s_0064.txt,2338.0,4.12339186668396
t1s_0065.txt,2586.0,3.9603540897369385
t1s_0066.txt,2602.0,4.222869396209717
t1s_0067.txt,3002.0,4.298847913742065
t1s_0068.txt,2656.0,4.0029895305633545
t1s_0069.txt,2803.0,4.280867099761963
t1s_0070.txt,2674.0,4.198937892913818
t1s_0071.txt,2456.0,4.131440877914429
t1s_0072.txt,2541.0,4.029730796813965
t1s_0073.txt,2691.0,4.245965242385864
t1s_0074.txt,2771.0,4.052600860595703
t1s_0075.txt,2491.0,4.081289529800415
t1s_0076.txt,2772.0,3.9518864154815674
t1s_0077.txt,2551.0,3.929837703704834
t1s_0078.txt,2323.0,4.389030694961548
t1s_0079.txt,2506.0,3.9680492877960205
t1s_0080.txt,2453.0,5.186218500137329
t1s_0081.txt,2721.0,3.957167863845825
t1s_0082.txt,2624.0,4.193079471588135
t1s_0083.txt,2391.0,3.9543755054473877
t1s_0084.txt,2271.0,4.06944727897644
t1s_0085.txt,2215.0,4.296456336975098
t1s_0086.txt,2869.0,4.402501344680786
t1s_0087.txt,2499.0,4.284416198730469
t1s_0088.txt,2059.0,4.3899757862091064
t1s_0089.txt,2725.0,4.112242937088013
t1s_0090.txt,3365.0,4.204119920730591
t1s_0091.txt,4374.0,6.00186014175415
t1s_0092.txt,4453.0,5.947834253311157
t1s_0093.txt,4912.0,6.558205604553223
t1s_0094.txt,4813.0,6.132754564285278
t1s_0095.txt,5171.0,6.174282073974609
t1s_0096.txt,4870.0,6.181513786315918
t1s_0097.txt,4673.0,6.2666919231414795
t1s_0098.txt,4271.0,6.7722227573394775
t1s_0099.txt,4624.0,6.125035285949707
t1s_0100.txt,4743.0,5.903601408004761
t1s_0101.txt,4048.0,6.910599708557129
t1s_0102.txt,4771.0,5.9412853717803955
t1s_0103.txt,5075.0,6.5512824058532715
t1s_0104.txt,4721.0,6.2839484214782715
t1s_0105.txt,4209.0,6.024039268493652
t1s_0106.txt,4509.0,6.060408115386963
t1s_0107.txt,4783.0,6.41780161857605
t1s_0108.txt,5012.0,6.302243709564209
t1s_0109.txt,5101.0,6.355291366577148
t1s_0110.txt,4771.0,6.092689037322998
t1s_0111.txt,4657.0,6.443718910217285
t1s_0112.txt,4754.0,6.213888168334961
t1s_0113.txt,4745.0,6.494760036468506
t1s_0114.txt,4949.0,6.973574876785278
t1s_0115.txt,4657.0,6.123790740966797
t1s_0116.txt,4868.0,6.270151853561401
t1s_0117.txt,4663.0,6.3724610805511475
t1s_0118.txt,4188.0,6.459608793258667
t1s_0119.txt,4683.0,5.951506614685059
t1s_0120.txt,4478.0,6.527433156967163
t1s_0121.txt,2902.0,3.375674247741699
t1s_0122.txt,2751.0,3.2907962799072266
t1s_0123.txt,3121.0,2.9979770183563232
t1s_0124.txt,2525.0,2.9006094932556152
t1s_0125.txt,3515.0,3.044358491897583
t1s_0126.txt,2764.0,3.1406338214874268
t1s_0127.txt,3205.0,3.034148931503296
t1s_0128.txt,3075.0,3.0091826915740967
t1s_0129.txt,2531.0,3.1935009956359863
t1s_0130.txt,2329.0,3.3348026275634766
t1s_0131.txt,2610.0,3.1602790355682373
t1s_0132.txt,3257.0,3.1934258937835693
t1s_0133.txt,3869.0,3.02254581451416
t1s_0134.txt,2237.0,3.358647584915161
t1s_0135.txt,2956.0,3.121553421020508
t1s_0136.txt,2616.0,3.197089672088623
t1s_0137.txt,2889.0,3.0234224796295166
t1s_0138.txt,2178.0,2.9379358291625977
t1s_0139.txt,3419.0,2.871180534362793
t1s_0140.txt,2233.0,3.0606613159179688
t1s_0141.txt,2683.0,2.8966634273529053
t1s_0142.txt,3080.0,3.1383988857269287
t1s_0143.txt,2467.0,3.199749708175659
t1s_0144.txt,1971.0,2.9900636672973633
t1s_0145.txt,2243.0,2.9996042251586914
t1s_0146.txt,2485.0,3.107597589492798
t1s_0147.txt,3232.0,3.179102897644043
t1s_0148.txt,2466.0,3.135392904281616
t1s_0149.txt,3050.0,3.048914909362793
t1s_0150.txt,2600.0,3.134934425354004
t1s_0151.txt,4377.0,4.222027063369751
t1s_0152.txt,4560.0,4.373744487762451
t1s_0153.txt,4353.0,4.346484661102295
t1s_0154.txt,4121.0,4.252860069274902
t1s_0155.txt,4899.0,4.513855218887329
t1s_0156.txt,4006.0,4.324068069458008
t1s_0157.txt,4873.0,4.228656530380249
t1s_0158.txt,4624.0,4.394827127456665
t1s_0159.txt,4635.0,4.852917909622192
t1s_0160.txt,4113.0,4.316340923309326
t1s_0161.txt,4303.0,4.42194390296936
t1s_0162.txt,5069.0,4.407823324203491
t1s_0163.txt,4299.0,4.469884157180786
t1s_0164.txt,4453.0,4.2133848667144775
t1s_0165.txt,3957.0,4.557886838912964
t1s_0166.txt,4825.0,4.3640687465667725
t1s_0167.txt,4410.0,4.2469165325164795
t1s_0168.txt,4198.0,4.5475990772247314
t1s_0169.txt,4158.0,4.068035125732422
t1s_0170.txt,4616.0,4.386836767196655
t1s_0171.txt,4363.0,4.62012505531311
t1s_0172.txt,3333.0,4.995110273361206
t1s_0173.txt,5013.0,4.642795562744141
t1s_0174.txt,4464.0,4.256084442138672
t1s_0175.txt,3922.0,4.099151611328125
t1s_0176.txt,4070.0,4.719704866409302
t1s_0177.txt,3730.0,4.648267507553101
t1s_0178.txt,4973.0,4.411450386047363
t1s_0179.txt,4594.0,4.362297773361206
t1s_0180.txt,4288.0,4.358495473861694
t1s_0181.txt,6780.0,6.857363224029541
t1s_0182.txt,7178.0,6.346547603607178
t1s_0183.txt,6765.0,7.0033557415008545
t1s_0184.txt,8643.0,6.765043497085571
t1s_0185.txt,7126.0,6.625551700592041
t1s_0186.txt,6998.0,6.2886035442352295
t1s_0187.txt,7766.0,6.583349704742432
t1s_0188.txt,7692.0,7.303071975708008
t1s_0189.txt,7528.0,6.742487907409668
t1s_0190.txt,7168.0,6.280981779098511
t1s_0191.txt,7180.0,10.632403135299683
t1s_0192.txt,7773.0,6.584935188293457
t1s_0193.txt,7033.0,6.3557116985321045
t1s_0194.txt,6935.0,11.39354920387268
t1s_0195.txt,6877.0,6.16579008102417
t1s_0196.txt,7607.0,6.410015821456909
t1s_0197.txt,7164.0,6.721873044967651
t1s_0198.txt,7185.0,7.081339120864868
t1s_0199.txt,7172.0,7.084384202957153
t1s_0200.txt,7012.0,6.817509651184082
t1s_0201.txt,6513.0,6.562926292419434
t1s_0202.txt,6719.0,6.833962678909302
t1s_0203.txt,6772.0,6.511151075363159
t1s_0204.txt,7735.0,6.861673831939697
t1s_0205.txt,6443.0,7.916202545166016
t1s_0206.txt,7085.0,6.923617601394653
t1s_0207.txt,6611.0,6.444776296615601
t1s_0208.txt,6619.0,6.533367395401001
t1s_0209.txt,6991.0,7.040113210678101
t1s_0210.txt,6746.0,6.337942361831665
t1s_0211.txt,12160.0,10.451297283172607
t1s_0212.txt,12502.0,10.281797885894775
t1s_0213.txt,12333.0,11.094500064849854
t1s_0214.txt,12474.0,11.23271369934082
t1s_0215.txt,12820.0,11.085387468338013
t1s_0216.txt,11856.0,11.562455177307129
t1s_0217.txt,10954.0,10.965100765228271
t1s_0218.txt,12252.0,11.129149913787842
t1s_0219.txt,11513.0,11.145729541778564
t1s_0220.txt,11953.0,10.935425043106079
t1s_0221.txt,11414.0,11.165666341781616
t1s_0222.txt,12198.0,10.511566638946533
t1s_0223.txt,11996.0,10.806788921356201
t1s_0224.txt,12468.0,11.295850038528442
t1s_0225.txt,11984.0,10.892172813415527
t1s_0226.txt,11963.0,10.379584789276123
t1s_0227.txt,12199.0,11.011813640594482
t1s_0228.txt,11701.0,11.220360517501831
t1s_0229.txt,12271.0,11.26842737197876
t1s_0230.txt,13026.0,10.59621787071228
t1s_0231.txt,12472.0,11.187830686569214
t1s_0232.txt,12158.0,10.428345680236816
t1s_0233.txt,11424.0,11.26248550415039
t1s_0234.txt,12607.0,11.151697397232056
t1s_0235.txt,12565.0,10.629305124282837
t1s_0236.txt,12656.0,11.298364877700806
t1s_0237.txt,11728.0,11.293287515640259
t1s_0238.txt,10803.0,12.00013279914856
t1s_0239.txt,11458.0,10.743281602859497
t1s_0240.txt,11814.0,11.150450944900513
t1s_0241.txt,3871.0,3.2379071712493896
t1s_0242.txt,3024.0,3.4894859790802
t1s_0243.txt,4045.0,3.757678508758545
t1s_0244.txt,4268.0,3.202672004699707
t1s_0245.txt,4432.0,3.696953535079956
t1s_0246.txt,4068.0,3.384242057800293
t1s_0247.txt,3617.0,5.593643426895142
t1s_0248.txt,2944.0,3.6513800621032715
t1s_0249.txt,3638.0,3.591876268386841
t1s_0250.txt,3050.0,3.4359943866729736
t1s_0251.txt,4699.0,3.3597030639648438
t1s_0252.txt,4785.0,3.4164605140686035
t1s_0253.txt,2916.0,3.653268575668335
t1s_0254.txt,4077.0,3.5831148624420166
t1s_0255.txt,4022.0,3.325129985809326
t1s_0256.txt,4580.0,3.3257691860198975
t1s_0257.txt,3043.0,3.3650429248809814
t1s_0258.txt,3806.0,3.4649174213409424
t1s_0259.txt,2935.0,3.7066166400909424
t1s_0260.txt,3368.0,3.3783037662506104
t1s_0261.txt,3613.0,3.405592441558838
t1s_0262.txt,3686.0,3.5817711353302
t1s_0263.txt,3867.0,3.739248514175415
t1s_0264.txt,3873.0,3.2978241443634033
t1s_0265.txt,3119.0,3.5134952068328857
t1s_0266.txt,4048.0,3.6490726470947266
t1s_0267.txt,3655.0,3.6241750717163086
t1s_0268.txt,2859.0,3.537848472595215
t1s_0269.txt,3256.0,3.2115612030029297
t1s_0270.txt,3676.0,3.6197385787963867
t1s_0271.txt,5008.0,4.704721450805664
t1s_0272.txt,5123.0,5.228433609008789
t1s_0273.txt,6279.0,5.2546069622039795
t1s_0274.txt,6007.0,4.93206524848938
t1s_0275.txt,6131.0,4.924971342086792
t1s_0276.txt,5967.0,5.460428237915039
t1s_0277.txt,5992.0,4.742005348205566
t1s_0278.txt,6487.0,5.590654134750366
t1s_0279.txt,5596.0,5.241995573043823
t1s_0280.txt,5555.0,4.915455102920532
t1s_0281.txt,6149.0,5.07356595993042
t1s_0282.txt,6004.0,4.926138162612915
t1s_0283.txt,6025.0,5.116019010543823
t1s_0284.txt,5670.0,5.109752893447876
t1s_0285.txt,7161.0,4.8686394691467285
t1s_0286.txt,7077.0,5.3299407958984375
t1s_0287.txt,6437.0,4.7764623165130615
t1s_0288.txt,5564.0,4.97179388999939
t1s_0289.txt,5125.0,4.938523054122925
t1s_0290.txt,6547.0,5.605014085769653
t1s_0291.txt,6343.0,4.799448728561401
t1s_0292.txt,5977.0,4.95158839225769
t1s_0293.txt,5093.0,5.147370100021362
t1s_0294.txt,6039.0,5.131425142288208
t1s_0295.txt,5453.0,5.04763650894165
t1s_0296.txt,5423.0,4.7673420906066895
t1s_0297.txt,5996.0,5.13446307182312
t1s_0298.txt,6428.0,5.315030097961426
t1s_0299.txt,5416.0,4.8827714920043945
t1s_0300.txt,4907.0,4.820386648178101
t1s_0301.txt,8709.0,7.505556106567383
t1s_0302.txt,8600.0,7.811378002166748
t1s_0303.txt,10344.0,7.844280004501343
t1s_0304.txt,9405.0,8.931994915008545
t1s_0305.txt,9634.0,7.427843809127808
t1s_0306.txt,9660.0,7.684149503707886
t1s_0307.txt,8523.0,8.080158710479736
t1s_0308.txt,10004.0,7.8305065631866455
t1s_0309.txt,9425.0,7.454226970672607
t1s_0310.txt,8422.0,8.577141761779785
t1s_0311.txt,8280.0,7.578795909881592
t1s_0312.txt,9938.0,8.022465467453003
t1s_0313.txt,9935.0,7.621370792388916
t1s_0314.txt,10241.0,7.501556873321533
t1s_0315.txt,9188.0,7.6826722621917725
t1s_0316.txt,9490.0,8.00241470336914
t1s_0317.txt,8762.0,8.144649267196655
t1s_0318.txt,8951.0,7.588109970092773
t1s_0319.txt,8860.0,8.09238314628601
t1s_0320.txt,9727.0,8.192474365234375
t1s_0321.txt,9992.0,7.8978376388549805
t1s_0322.txt,8819.0,8.324655055999756
t1s_0323.txt,9267.0,7.755716323852539
t1s_0324.txt,8843.0,7.532181739807129
t1s_0325.txt,8824.0,7.813226699829102
t1s_0326.txt,8618.0,7.711559534072876
t1s_0327.txt,9702.0,7.6415135860443115
t1s_0328.txt,9047.0,8.102734804153442
t1s_0329.txt,8958.0,7.404766082763672
t1s_0330.txt,8702.0,9.226526498794556
t1s_0331.txt,15605.0,12.316894054412842
t1s_0332.txt,15244.0,13.443057775497437
t1s_0333.txt,15517.0,12.335731744766235
t1s_0334.txt,15133.0,13.109042882919312
t1s_0335.txt,14911.0,12.904364109039307
t1s_0336.txt,16546.0,12.154493808746338
t1s_0337.txt,15347.0,12.979560136795044
t1s_0338.txt,16250.0,12.377708435058594
t1s_0339.txt,15241.0,13.316334009170532
t1s_0340.txt,15366.0,13.062610626220703
t1s_0341.txt,14286.0,12.946941614151001
t1s_0342.txt,16319.0,12.698808431625366
t1s_0343.txt,15540.0,12.648181915283203
t1s_0344.txt,15409.0,12.472852230072021
t1s_0345.txt,15531.0,12.378257274627686
